damID,catID,capacityML,surfarea_m2,catcharea_km2,demandfactor
dam011558,C3,1.04667,1068.88,0.5920470,0.5
dam011559,C3,5.76779,3889.50,0.0242096,0.5
dam011560,C3,0.33385,450.14,0.0145171,0.5
dam011561,C3,0.09183,169.47,0.0094835,0.5
dam011562,C3,4.76105,3363.91,0.2516592,0.5
dam011563,C3,0.12310,211.56,0.0025722,0.5
dam011564,C3,0.59653,698.44,0.0385468,0.5
dam011565,C3,0.12573,214.96,0.0009558,0.5
dam011566,C3,0.34130,457.72,0.2851280,0.5
dam011567,C3,0.30515,420.54,0.0008010,0.5
dam011568,C3,0.25110,362.84,0.0003741,0.5
dam011569,C3,0.61383,713.72,0.0230797,0.5
dam011570,C3,0.21866,326.78,0.0011357,0.5
dam011571,C3,0.26879,382.04,0.0058751,0.5
dam011572,C3,0.45836,572.18,0.0010883,0.5
dam011573,C3,0.87967,937.12,0.0001479,0.5
dam011574,C3,0.06235,126.42,0.0047732,0.5
dam011575,C3,0.31130,426.94,0.0043199,0.5
dam011576,C3,0.12163,209.64,0.0005206,0.5
dam011577,C3,0.37317,489.71,0.0026014,0.5
dam011578,C3,0.10267,184.40,0.0002789,0.5
dam011579,C3,4.87366,3423.96,0.0072390,0.5
dam011580,C3,0.97884,1016.03,0.0230056,0.5
dam011581,C3,1.86716,1656.44,0.0026871,0.5
dam011582,C3,0.28065,394.72,0.0109071,0.5
dam011583,C3,0.77059,847.78,0.0451562,0.5
dam011584,C3,0.67030,762.88,0.0003689,0.5
dam011585,C3,8.97446,5435.05,0.0921080,0.5
dam011586,C3,0.09089,168.16,0.0080551,0.5
dam011587,C1,1.99504,1741.61,0.0094540,0.5
dam011588,C1,6.93404,4471.18,2.3189009,0.5
dam011589,C1,2.42148,2016.61,0.0017652,0.5
dam011590,C1,1.24812,1221.21,0.1269964,0.5
dam011591,C1,0.44180,556.46,0.0064796,0.5
dam011592,C1,0.53622,644.31,0.0019118,0.5
dam011593,C3,0.22132,329.78,0.0078293,0.5
dam011594,C3,3.43021,2624.73,0.0007201,0.5
dam011595,C1,0.11883,205.97,0.0010422,0.5
dam011596,C3,0.53896,646.81,0.0012361,0.5
dam011597,C3,0.10409,186.33,0.0028786,0.5
dam011598,C3,0.33605,452.39,0.0576553,0.5
dam011599,C3,0.09873,179.02,0.0034477,0.5
dam011600,C3,0.87138,930.43,0.7297036,0.5
dam011601,C3,0.82469,892.45,0.0049131,0.5
dam011602,C3,0.28108,395.18,0.0706067,0.5
dam011603,C3,0.17240,272.98,0.0006724,0.5
dam011604,C3,1.01399,1043.53,0.0102352,0.5
dam011605,C3,4.48127,3213.20,0.0087022,0.5
dam011606,C3,1.90263,1680.20,0.1444592,0.5
dam011607,C3,0.26224,374.97,0.0220575,0.5
dam011608,C3,0.13853,231.33,0.0013476,0.5
dam011609,C3,0.55292,659.44,0.0485274,0.5
dam011610,C3,0.74229,824.11,0.0038062,0.5
dam011611,C3,0.54178,649.36,0.0138601,0.5
dam011612,C3,0.72362,808.37,0.0120512,0.5
dam011829,C4,0.20181,307.54,0.0023531,0.5
dam011830,C4,1.08755,1100.33,0.0428086,0.5
dam011831,C4,2.06478,1787.49,0.0168045,0.5
dam011834,C4,0.57263,677.15,0.0267410,0.5
dam011836,C4,2.14402,1839.17,0.3517860,0.5
dam011837,C4,0.66915,761.89,0.0017895,0.5
dam011840,C4,0.56799,673.00,0.0136859,0.5
dam011841,C4,9.09550,5490.44,0.0270016,0.5
dam011842,C4,0.82721,894.51,0.0519830,0.5
dam011843,C4,1.96847,1724.02,0.0540701,0.5
dam011844,C4,3.28160,2538.21,0.0490637,0.5
dam011845,C4,6.80150,4406.35,0.1527338,0.5
dam011846,C4,0.33790,454.27,0.0019400,0.5
dam011848,C4,0.01930,52.06,0.0119215,0.5
dam011849,C4,0.30274,418.02,0.0047695,0.5
dam011850,C4,2.00878,1750.68,0.0190879,0.5
dam011851,C4,1.75229,1578.73,0.0102055,0.5
dam011852,C4,50.30267,20033.37,0.1017534,0.5
dam011854,C4,0.41029,526.16,0.0183858,0.5
dam011855,C4,1.05210,1073.08,0.1030548,0.5
dam011856,C4,1.26245,1231.80,0.0011027,0.5
dam011857,C4,0.58276,686.21,0.0377385,0.5
dam011859,C4,0.87243,931.29,0.0010292,0.5
dam011860,C4,0.58505,688.24,0.0220062,0.5
dam011861,C4,0.61852,717.84,0.0061536,0.5
dam011862,C4,0.59682,698.70,0.0081066,0.5
dam011864,C4,0.37275,489.30,0.0012555,0.5
dam011865,C4,0.70991,796.75,0.0011949,0.5
dam011866,C4,3.39976,2607.08,0.8010877,0.5
dam011867,C4,1.84858,1643.96,0.0281337,0.5
dam011868,C4,1.50004,1403.52,0.0853624,0.5
dam011870,C4,2.97553,2356.93,0.0109664,0.5
dam011871,C4,0.14182,235.48,0.0024819,0.5
dam011872,C4,1.17822,1169.08,0.2627840,0.5
dam011873,C4,0.86775,927.50,0.0391470,0.5
dam011874,C4,0.43178,546.88,0.0005960,0.5
dam011875,C4,0.59006,692.70,0.0045577,0.5
dam011876,C4,0.47349,586.41,0.0013989,0.5
dam011877,C4,2.95529,2344.78,0.0262662,0.5
dam011878,C4,0.61426,714.09,0.0053759,0.5
dam011879,C4,0.03432,80.46,0.0003658,0.5
dam011880,C4,4.54365,3247.00,0.0040247,0.5
dam011881,C4,0.16132,259.59,0.0011950,0.5
dam011882,C4,41.29780,17255.23,0.3556820,0.5
dam011883,C4,2.53671,2088.83,0.0217559,0.5
dam011884,C4,5.60075,3803.94,0.0124694,0.5
dam011885,C4,0.07843,150.40,0.0649471,0.5
dam011886,C4,0.59462,696.74,0.0004715,0.5
dam011887,C4,1.48822,1395.14,0.1244938,0.5
dam011888,C4,0.86722,927.07,0.0004019,0.5
dam011889,C4,2.80780,2255.67,0.1145020,0.5
dam011890,C4,3.52646,2680.28,0.2145767,0.5
dam011891,C4,0.78606,860.63,0.0001174,0.5
dam011892,C4,1.35245,1297.70,0.0062415,0.5
dam011893,C4,1.03322,1058.47,0.0006904,0.5
dam011894,C4,2.01304,1753.49,0.0289105,0.5
dam011895,C4,0.79693,869.62,0.0483278,0.5
dam011896,C4,8.64406,5282.93,0.0623005,0.5
dam011897,C4,0.59288,695.20,0.0045270,0.5
dam011898,C4,0.42990,545.08,0.0196896,0.5
dam011899,C4,1.21589,1197.26,0.0055691,0.5
dam011900,C4,1.49216,1397.94,0.0031753,0.5
dam011901,C4,0.62036,719.46,0.0018506,0.5
dam011902,C4,0.37493,491.46,0.0105787,0.5
dam011903,C4,0.36537,481.95,0.0031677,0.5
dam011904,C4,1.32281,1276.12,0.0216682,0.5
dam011905,C4,0.41128,527.12,0.0231425,0.5
dam011906,C4,3.02945,2389.18,0.0043205,0.5
dam011907,C4,0.57030,675.07,0.0028452,0.5
dam011908,C4,1.18638,1175.20,0.0004903,0.5
dam011910,C4,12.25945,6882.18,0.0238441,0.5
dam011911,C4,14.02892,7621.51,0.7095792,0.5
dam011912,C4,1.64593,1505.66,0.2503207,0.5
dam011913,C4,0.88846,944.20,0.4837333,0.5
dam011914,C4,1.35449,1299.18,0.0365401,0.5
dam011915,C4,0.70958,796.47,0.0147069,0.5
dam011916,C4,1.58695,1464.64,0.0371284,0.5
dam011917,C4,0.66843,761.27,0.0020495,0.5
dam011918,C4,0.53402,642.31,0.1081340,0.5
dam011919,C4,0.71410,800.31,0.0105944,0.5
dam011920,C4,0.69360,782.86,0.0049580,0.5
dam011921,C4,1.11842,1123.89,0.0085129,0.5
dam011922,C4,0.76300,841.45,0.0031551,0.5
dam011923,C4,0.37878,495.27,0.0035538,0.5
dam011924,C4,1.64747,1506.72,0.3135065,0.5
dam011925,C4,0.52581,634.82,0.0006136,0.5
dam011926,C4,0.55662,662.78,0.0049643,0.5
dam011928,C4,0.78686,861.29,0.0004925,0.5
dam011929,C4,0.45004,564.30,0.1002647,0.5
dam011930,C4,1.24357,1217.83,0.0806175,0.5
dam011931,C4,0.81225,882.24,0.0134527,0.5
dam011933,C4,0.69500,784.06,0.0090301,0.5
dam011934,C4,0.27936,393.35,0.0012186,0.5
dam011938,C4,19.21288,9669.41,0.5077068,0.5
dam011939,C4,0.45037,564.61,0.0018125,0.5
dam011940,C4,2.21589,1885.64,0.7258709,0.5
dam011943,C4,0.88296,939.78,0.0036781,0.5
dam011944,C4,0.37062,487.18,0.0024306,0.5
dam011946,C4,0.11576,201.94,0.0005029,0.5
dam011949,C4,9.04548,5467.57,0.2626545,0.5
dam011951,C4,0.39109,507.41,0.0068642,0.5
dam011952,C4,2.56370,2105.62,0.0134269,0.5
dam011957,C4,0.17460,275.61,0.4300682,0.5
dam011960,C4,1.55634,1443.21,0.0214596,0.5
dam011966,C4,0.17156,271.97,0.0075809,0.5
dam011967,C4,0.14178,235.42,0.0192525,0.5
dam011971,C4,0.31178,427.43,0.0008189,0.5
dam011994,C4,0.82110,889.51,0.2383524,0.5
dam011995,C4,0.04967,106.45,0.0021103,0.5
dam011996,C4,0.85714,918.90,0.0007944,0.5
dam011998,C4,0.49544,606.87,0.0008573,0.5
dam011999,C4,0.19872,303.96,0.0018426,0.5
dam012000,C4,0.03263,77.45,0.0059986,0.5
dam012001,C4,0.11189,196.80,0.0019850,0.5
dam012002,C4,0.13053,221.14,0.0008579,0.5
dam012003,C4,0.07369,143.47,0.0007388,0.5
dam012004,C4,0.27516,388.86,0.0001899,0.5
dam012011,C4,0.00654,22.94,0.0004047,0.5
dam012012,C4,0.05743,118.79,0.0009201,0.5
dam012013,C4,1.95131,1712.64,0.0594198,0.5
dam012014,C4,0.14237,236.16,0.0030070,0.5
dam012015,C4,0.21407,321.57,0.0006158,0.5
dam012016,C4,0.02169,56.85,0.0009891,0.5
dam012018,C4,0.46824,581.49,0.0014871,0.5
dam012028,C4,0.06457,129.81,0.0097713,0.5
dam012029,C4,0.13327,224.65,0.0378938,0.5
dam012030,C4,0.27000,383.33,0.0033998,0.5
dam012031,C4,1.03811,1062.26,0.0000410,0.5
dam012032,C4,0.15245,248.71,0.0003067,0.5
dam012033,C4,0.28302,397.24,0.0002670,0.5
dam012034,C4,0.19467,299.27,0.0018895,0.5
dam012038,C4,0.58515,688.33,0.0050435,0.5
dam012040,C4,0.39484,511.09,0.0008498,0.5
dam012041,C4,2.27117,1921.14,0.0036178,0.5
dam012042,C4,0.26856,381.79,0.0087660,0.5
dam012043,C4,0.14751,242.59,0.0273904,0.5
dam012044,C4,0.66163,755.40,0.0010131,0.5
dam012046,C4,2.21756,1886.72,0.0266404,0.5
dam012047,C4,0.46860,581.82,0.0013301,0.5
dam012048,C4,0.37856,495.06,0.0001139,0.5
dam012049,C4,0.75907,838.17,0.5367285,0.5
dam012050,C4,0.41920,534.78,0.0040811,0.5
dam012051,C4,0.48006,592.56,0.1618851,0.5
dam012052,C4,0.67007,762.68,0.1800088,0.5
dam012053,C4,9.05653,5472.63,0.0065513,0.5
dam012054,C4,0.28717,401.64,0.0079542,0.5
dam012055,C4,4.56547,3258.79,0.0252149,0.5
dam012056,C4,1.69572,1540.00,0.0130683,0.5
dam012057,C4,0.05180,109.87,0.0715503,0.5
dam012058,C4,0.91454,965.10,0.0286253,0.5
dam012059,C4,0.59365,695.88,0.2931778,0.5
dam012060,C4,0.36821,484.78,0.1075803,0.5
dam012063,C4,2.11225,1818.51,0.1692162,0.5
dam012069,C4,1.14466,1143.79,0.0027356,0.5
dam012071,C4,0.18376,286.48,0.0068893,0.5
dam012079,C4,0.57577,679.96,0.2283481,0.5
dam012081,C4,2.12518,1826.93,0.0227468,0.5
dam012082,C4,0.52107,630.49,0.0048370,0.5
dam012084,C4,5.52975,3767.39,0.1054484,0.5
dam012089,C4,0.06409,129.09,0.0115977,0.5
dam012099,C4,8.38549,5162.88,0.4250691,0.5
dam012109,C4,2.90064,2311.89,0.1667584,0.5
dam012123,C4,1.06090,1079.87,0.4014722,0.5
dam012167,C4,2.18394,1865.03,0.0120417,0.5
dam012168,C4,3.75316,2809.69,0.1589408,0.5
dam012228,C4,0.17586,277.11,0.0000324,0.5
dam012230,C4,0.58226,685.76,0.0016014,0.5
dam012231,C4,0.00865,28.36,0.0066803,0.5
dam012232,C4,0.01966,52.77,0.0006022,0.5
dam012233,C4,0.27907,393.04,0.0081511,0.5
dam012234,C4,0.19031,294.17,0.0056674,0.5
dam012236,C4,0.01482,42.61,0.0136152,0.5
dam012257,C4,0.94490,989.25,0.0114907,0.5
dam012268,C4,1.64703,1506.42,0.0012265,0.5
dam012269,C4,0.32144,437.42,0.0027884,0.5
dam012270,C4,0.39451,510.77,0.0303727,0.5
dam012271,C4,0.01371,40.18,0.0023344,0.5
dam012293,C1,0.85722,918.97,0.0084205,0.5
dam012294,C1,0.84667,910.40,0.0044740,0.5
dam012295,C1,0.41109,526.93,0.0013386,0.5
dam012296,C1,0.36497,481.55,0.0044495,0.5
dam012297,C1,0.80057,872.63,0.6784934,0.5
dam012298,C1,2.52631,2082.34,0.0057747,0.5
dam012299,C1,9.23782,5555.34,0.1251392,0.5
dam012300,C1,0.09474,173.52,0.0039578,0.5
dam012301,C1,2.35466,1974.36,0.0844087,0.5
dam012302,C1,0.33662,452.97,0.0000545,0.5
dam012303,C1,0.39282,509.11,0.0041397,0.5
dam012304,C1,0.04782,103.42,0.0166352,0.5
dam012305,C1,0.15690,254.20,0.0008594,0.5
dam012306,C1,0.48437,596.58,0.0218394,0.5
dam012307,C1,0.62033,719.43,0.0015602,0.5
dam012308,C1,1.24974,1222.41,0.0006437,0.5
dam012309,C1,0.41878,534.38,0.0030381,0.5
dam012310,C1,0.58576,688.88,0.0027678,0.5
dam012311,C1,10.12762,5955.75,0.1284137,0.5
dam012312,C1,4.38450,3160.55,0.0225265,0.5
dam012313,C1,0.87549,933.76,0.0003505,0.5
dam012314,C1,0.56926,674.14,0.0391907,0.5
dam012315,C1,0.01266,37.82,0.0010398,0.5
dam012316,C1,0.06539,131.06,0.0002395,0.5
dam012317,C1,0.31135,426.99,0.0015257,0.5
dam012318,C1,0.24785,359.29,0.0002022,0.5
dam012319,C1,1.17412,1166.00,0.2403062,0.5
dam012320,C1,0.92434,972.92,0.0379737,0.5
dam012321,C1,0.01623,45.65,0.0006847,0.5
dam012322,C1,2.69219,2185.02,0.0405403,0.5
dam012323,C1,0.84079,905.61,0.3543267,0.5
dam012324,C1,0.10297,184.81,0.0036161,0.5
dam012325,C1,0.09411,172.64,0.0005824,0.5
dam012326,C1,0.47168,584.71,0.0024352,0.5
dam012327,C1,0.27416,387.80,0.0010450,0.5
dam012328,C1,0.76621,844.13,0.0174277,0.5
dam012329,C1,0.49320,604.80,0.0248152,0.5
dam012330,C1,0.75066,831.13,0.0103580,0.5
dam012331,C1,0.33482,451.13,0.0079298,0.5
dam012332,C1,0.29819,413.26,0.0030966,0.5
dam012333,C1,0.14718,242.18,0.0186383,0.5
dam012334,C1,0.09108,168.42,0.0127753,0.5
dam012335,C1,0.17883,280.65,0.0020019,0.5
dam012336,C1,0.52133,630.72,0.0027692,0.5
dam012337,C1,0.77193,848.90,0.0315373,0.5
dam012338,C1,0.14648,241.31,0.0189867,0.5
dam012339,C1,0.08145,154.76,0.0002078,0.5
dam012340,C1,0.48373,595.99,0.0966376,0.5
dam012341,C1,0.05103,108.64,0.0356160,0.5
dam012342,C1,0.63848,735.31,0.0067396,0.5
dam012343,C1,0.45742,571.28,0.0202826,0.5
dam012344,C1,0.63249,730.08,0.0212584,0.5
dam012346,C1,0.42551,540.86,0.0000200,0.5
dam012347,C1,0.84060,905.45,0.0252712,0.5
dam012348,C1,0.08143,154.73,0.0004955,0.5
dam012349,C1,0.11190,196.82,0.0000727,0.5
dam012350,C1,0.20546,311.74,0.0058714,0.5
dam012351,C1,0.18400,286.77,0.1582595,0.5
dam012352,C1,0.23056,340.15,0.0008956,0.5
dam012353,C1,0.51803,627.70,0.0093044,0.5
dam012354,C1,0.13636,228.58,0.0230235,0.5
dam012355,C1,4.18175,3049.30,0.0027923,0.5
dam012356,C1,0.48792,599.89,0.0100391,0.5
dam012357,C1,1.42186,1347.80,0.0097458,0.5
dam012358,C1,0.29575,410.69,0.0053471,0.5
dam012359,C1,0.55214,658.73,0.0186772,0.5
dam012360,C1,4.94869,3463.78,0.0231870,0.5
dam012361,C1,4.72956,3347.05,3.1886765,0.5
dam012362,C1,5.66575,3837.30,0.0058380,0.5
dam012363,C1,0.16149,259.80,0.0110589,0.5
dam012364,C1,0.08599,161.26,0.0026378,0.5
dam012365,C1,0.65968,753.71,1.2935113,0.5
dam012366,C1,0.05684,117.88,0.0003229,0.5
dam012367,C1,0.23721,347.55,0.0068006,0.5
dam012368,C1,0.22466,333.54,0.0003979,0.5
dam012369,C1,0.41627,531.95,0.0239548,0.5
dam012370,C1,3.53218,2683.57,0.0159688,0.5
dam012371,C1,0.49968,610.80,0.0006129,0.5
dam012372,C1,0.00799,26.70,0.0007088,0.5
dam012373,C1,0.88274,939.60,0.3261357,0.5
dam012374,C1,0.01031,32.39,0.0002392,0.5
dam012375,C1,1.34636,1293.28,0.0052704,0.5
dam012376,C1,1.37726,1315.68,0.0108798,0.5
dam012377,C1,0.29838,413.45,0.0021697,0.5
dam012378,C1,0.19783,302.93,0.0019587,0.5
dam012379,C1,0.57462,678.94,0.0843600,0.5
dam012380,C1,0.43619,551.10,0.0110952,0.5
dam012381,C1,0.28678,401.23,0.0723092,0.5
dam012382,C1,0.14585,240.53,0.0007793,0.5
dam012383,C1,0.22177,330.29,0.0075902,0.5
dam012384,C1,0.19162,295.71,0.0023507,0.5
dam012385,C1,0.27153,384.98,0.0002467,0.5
dam012386,C1,0.48813,600.08,0.0071831,0.5
dam012387,C1,0.30846,423.98,0.0048432,0.5
dam012388,C1,0.75879,837.93,0.0143833,0.5
dam012389,C1,0.31140,427.03,0.0004223,0.5
dam012390,C1,0.72524,809.74,0.0362391,0.5
dam012391,C1,0.41703,532.69,0.0064183,0.5
dam012392,C1,1.13045,1133.03,0.2505062,0.5
dam012393,C1,4.58806,3270.99,0.0328083,0.5
dam012394,C1,0.08676,162.35,0.0002612,0.5
dam012395,C1,0.28869,403.25,0.0105202,0.5
dam012396,C1,0.69039,780.12,0.0104128,0.5
dam012397,C1,0.10431,186.62,0.0176009,0.5
dam012398,C1,0.80885,879.45,0.0602101,0.5
dam012399,C1,1.55450,1441.91,0.0050019,0.5
dam012400,C1,1.19755,1183.57,0.0786994,0.5
dam012401,C1,0.95455,996.89,0.0010511,0.5
dam012402,C1,0.39862,514.79,0.0022898,0.5
dam012403,C1,0.07033,138.49,0.0041429,0.5
dam012404,C1,0.39270,508.99,0.0054586,0.5
dam012405,C1,0.11630,202.65,0.0092715,0.5
dam012406,C1,0.30941,424.97,0.3460918,0.5
dam012407,C1,1.32399,1276.98,0.0026715,0.5
dam012408,C1,0.34041,456.82,0.0027851,0.5
dam012409,C1,0.30330,418.60,0.0025496,0.5
dam012410,C1,3.49861,2664.25,0.0429183,0.5
dam012411,C1,0.20790,314.53,0.0001105,0.5
dam012412,C1,0.29397,408.82,0.0025978,0.5
dam012413,C1,0.45734,571.21,0.0179856,0.5
dam012414,C1,0.12678,216.32,0.0020706,0.5
dam012415,C1,0.30695,422.41,0.0345776,0.5
dam012416,C1,0.81108,881.28,0.0700398,0.5
dam012417,C1,0.34822,464.73,0.0097532,0.5
dam012418,C1,0.05981,122.50,0.0009920,0.5
dam012419,C1,0.59639,698.32,0.4038125,0.5
dam012420,C1,1.17243,1164.73,0.0015434,0.5
dam012421,C1,1.34593,1292.96,0.0053952,0.5
dam012422,C1,0.09325,171.46,0.0005255,0.5
dam012423,C1,0.24584,357.08,0.0155601,0.5
dam012424,C1,1.24118,1216.06,0.0068700,0.5
dam012425,C1,0.40579,521.78,0.0053054,0.5
dam012426,C1,0.24413,355.20,0.0153673,0.5
dam012427,C1,0.10506,187.65,0.0068276,0.5
dam012428,C1,0.48407,596.30,0.0013806,0.5
dam012429,C1,0.33015,446.36,0.0116831,0.5
dam012430,C1,0.51371,623.74,3.3709200,0.5
dam012431,C1,0.61797,717.36,0.1909655,0.5
dam012432,C1,0.03498,81.64,0.0023574,0.5
dam012433,C1,0.37713,493.65,0.0163010,0.5
dam012434,C1,0.19710,302.08,0.9136329,0.5
dam012435,C1,2.09460,1807.00,1.1122715,0.5
dam012436,C1,0.46825,581.49,0.0058005,0.5
dam012437,C1,0.31720,433.05,0.0002651,0.5
dam012438,C1,0.21448,322.04,0.0017660,0.5
dam012439,C1,0.87908,936.65,0.0060409,0.5
dam012440,C1,0.19803,303.17,0.0015351,0.5
dam012441,C1,0.23724,347.58,0.0809785,0.5
dam012442,C1,0.10235,183.97,0.0024214,0.5
dam012443,C1,0.17968,281.65,0.0048655,0.5
dam012444,C1,0.86525,925.47,0.0031685,0.5
dam012445,C1,19.46281,9764.46,0.6604147,0.5
dam012446,C1,0.00653,22.92,0.0003582,0.5
dam012447,C3,0.00082,4.76,0.0009373,0.5
dam012448,C3,0.76268,841.19,0.0117805,0.5
dam012449,C1,0.01352,39.76,0.0379624,0.5
dam012450,C3,0.27403,387.65,0.0013202,0.5
dam012451,C1,0.53286,641.26,0.0261756,0.5
dam012452,C3,0.49162,603.33,0.0008855,0.5
dam012453,C1,0.42537,540.73,0.0007788,0.5
dam012454,C3,0.62917,727.18,0.0522230,0.5
dam012455,C1,0.01290,38.37,0.0121510,0.5
dam012456,C3,0.29409,408.95,0.0138660,0.5
dam012457,C1,2.09104,1804.67,0.0183561,0.5
dam012458,C1,0.01290,38.36,0.0011155,0.5
dam012459,C1,0.31319,428.90,0.0019270,0.5
dam012460,C1,0.43613,551.04,0.0050406,0.5
dam012461,C3,0.19406,298.56,0.0299309,0.5
dam012462,C1,0.16115,259.39,0.0005003,0.5
dam012463,C1,0.46997,583.11,0.0454240,0.5
dam012464,C3,0.05891,121.11,0.0105023,0.5
dam012465,C3,0.50198,612.93,0.0950089,0.5
dam012466,C3,0.63660,733.66,0.0402514,0.5
dam012467,C3,0.52159,630.96,0.0034680,0.5
dam012468,C1,0.06282,127.14,0.0000675,0.5
dam012469,C1,0.49068,602.46,0.0000240,0.5
dam012470,C1,1.08563,1098.86,0.0085868,0.5
dam012471,C1,0.07056,138.83,0.0019125,0.5
dam012472,C3,0.63153,729.24,0.0402921,0.5
dam012473,C3,0.52880,637.55,0.0002415,0.5
dam012474,C3,0.58443,687.69,0.0275649,0.5
dam012475,C3,0.72673,811.00,0.1079136,0.5
dam012476,C1,0.09426,172.86,0.0003835,0.5
dam012477,C1,1.94101,1705.79,0.0063037,0.5
dam012478,C1,1.29299,1254.29,0.5234363,0.5
dam012479,C3,0.66661,759.69,0.0056050,0.5
dam012480,C1,1.40756,1337.53,0.0154818,0.5
dam012481,C3,0.08472,159.44,0.0004893,0.5
dam012482,C1,0.07594,146.78,0.0032612,0.5
dam012483,C1,0.53505,643.25,0.0268640,0.5
dam012484,C1,0.03625,83.87,0.0005062,0.5
dam012485,C3,0.66801,760.90,0.0143772,0.5
dam012486,C3,1.59151,1467.82,0.0250495,0.5
dam012487,C1,0.05074,108.18,0.0000534,0.5
dam012488,C1,0.42340,538.83,0.0113880,0.5
dam012489,C3,0.22489,333.81,0.0000394,0.5
dam012490,C3,0.92987,977.33,0.0006730,0.5
dam012491,C3,0.10357,185.62,0.0026847,0.5
dam012492,C1,0.65801,752.27,0.0124118,0.5
dam012493,C1,0.43151,546.62,0.0401087,0.5
dam012494,C1,0.22615,335.21,0.0000309,0.5
dam012495,C3,0.43276,547.82,0.0640414,0.5
dam012496,C3,2.29927,1939.10,0.0039447,0.5
dam012497,C3,0.45301,567.12,0.0121668,0.5
dam012498,C3,0.31138,427.02,0.0328465,0.5
dam012499,C1,0.03957,89.62,0.0020948,0.5
dam012500,C3,0.83714,902.63,0.0003896,0.5
dam012501,C1,0.00501,18.77,0.0010282,0.5
dam012502,C1,0.02021,53.90,0.0016582,0.5
dam012503,C1,0.14216,235.90,0.0184337,0.5
dam012504,C1,0.45099,565.20,0.0019197,0.5
dam012505,C3,0.28179,395.93,0.0057560,0.5
dam012506,C1,90.86611,31341.25,0.1643461,0.5
dam012507,C3,0.19936,304.71,0.0006746,0.5
dam012508,C3,1.15382,1150.71,0.0005335,0.5
dam012509,C3,0.01668,46.61,0.0122902,0.5
dam012510,C1,0.45448,568.51,0.0233459,0.5
dam012511,C1,0.01683,46.92,0.0840825,0.5
dam012512,C3,0.64932,744.73,0.0057783,0.5
dam012513,C3,0.13128,222.11,0.0005743,0.5
dam012514,C3,0.57810,682.05,0.0072598,0.5
dam012515,C3,0.36555,482.13,0.0030482,0.5
dam012516,C1,0.08763,163.58,0.0034757,0.5
dam012517,C3,1.43737,1358.91,0.0100095,0.5
dam012518,C1,0.49483,606.30,0.0813174,0.5
dam012519,C3,0.14583,240.50,0.0009293,0.5
dam012520,C1,0.10942,193.51,0.0027878,0.5
dam012521,C3,0.32541,441.50,0.0056194,0.5
dam012522,C3,0.06810,135.15,0.0001522,0.5
dam012523,C3,0.63901,735.76,0.0134264,0.5
dam012524,C3,0.21154,318.70,0.0022631,0.5
dam012525,C1,0.04469,98.26,0.0001770,0.5
dam012526,C1,1.11173,1118.80,0.0078062,0.5
dam012527,C3,0.16740,266.96,0.0957160,0.5
dam012528,C3,1.60958,1480.42,0.0223137,0.5
dam012529,C3,0.65998,753.97,0.0051827,0.5
dam012530,C3,0.43974,554.50,0.0025655,0.5
dam012531,C3,1.79918,1610.59,0.0203299,0.5
dam012532,C1,0.74032,822.45,0.0017133,0.5
dam012533,C3,1.10059,1110.30,0.0063368,0.5
dam012534,C3,0.81321,883.03,0.0049470,0.5
dam012535,C3,0.33447,450.77,0.0432313,0.5
dam012536,C3,0.26814,381.33,0.0051166,0.5
dam012537,C3,0.33669,453.04,0.0045295,0.5
dam012538,C3,0.29352,408.35,0.0000803,0.5
dam012539,C3,0.40271,518.78,0.0016616,0.5
dam012540,C3,0.14418,238.43,0.0211549,0.5
dam012541,C3,0.60377,704.84,0.0069189,0.5
dam012542,C3,0.23477,344.84,0.0059746,0.5
dam012543,C3,0.35874,475.32,0.0137548,0.5
dam012544,C1,2.29580,1936.89,0.0041952,0.5
dam012545,C3,0.40428,520.31,0.0004349,0.5
dam012546,C1,1.50055,1403.88,0.0090920,0.5
dam012547,C3,0.80907,879.63,0.2201990,0.5
dam012548,C3,0.12229,210.49,0.0027699,0.5
dam012549,C1,0.09100,168.31,0.0012961,0.5
dam012550,C1,0.29911,414.22,0.5647472,0.5
dam012551,C1,0.62573,724.17,1.5312661,0.5
dam012552,C3,0.17918,281.06,0.0012988,0.5
dam012553,C1,0.50921,619.60,0.0075435,0.5
dam012554,C3,0.25753,369.86,0.0038070,0.5
dam012555,C3,0.12049,208.15,0.0000876,0.5
dam012556,C3,0.19513,299.80,0.0045748,0.5
dam012557,C3,0.08637,161.79,0.0489313,0.5
dam012558,C3,0.05357,112.71,0.0054344,0.5
dam012559,C3,0.22193,330.47,0.0079682,0.5
dam012560,C3,0.00825,27.36,0.0090883,0.5
dam012561,C3,0.22666,335.79,0.1200412,0.5
dam012562,C1,0.27522,388.93,0.0458879,0.5
dam012563,C1,1.40119,1332.95,0.0009996,0.5
dam012564,C3,0.98617,1021.79,0.2585328,0.5
dam012565,C3,0.89176,946.86,0.0023735,0.5
dam012566,C3,0.53434,642.60,0.0075552,0.5
dam012567,C3,2.80305,2252.78,0.0171799,0.5
dam012568,C3,0.86731,927.14,0.0035780,0.5
dam012569,C1,2.25379,1910.00,0.0025997,0.5
dam012570,C3,0.50900,619.40,0.0341245,0.5
dam012571,C1,0.71484,800.93,0.0180866,0.5
dam012572,C3,0.08978,166.60,0.0134646,0.5
dam012573,C1,0.66483,758.16,0.0007907,0.5
