damID,catID,capacityML,surfarea_m2,catcharea_km2,demandfactor
dam014650,C3,0.26587,378.89,0.0033347,0.5
dam014651,C3,0.36402,480.60,0.0003617,0.5
dam014652,C3,8.52290,5226.79,0.0292908,0.5
dam014653,C3,0.31594,431.74,0.0024679,0.5
dam014654,C3,0.11471,200.55,0.0000464,0.5
dam014655,C3,0.10748,190.91,0.0129673,0.5
dam014656,C3,0.44524,559.74,0.0435646,0.5
dam014657,C3,0.03774,86.46,0.0063981,0.5
dam014658,C3,41.18779,17220.43,0.0376801,0.5
dam014659,C3,0.40708,523.04,0.0007067,0.5
dam014660,C3,0.15369,250.25,0.0111948,0.5
dam014661,C3,0.23584,346.03,0.0010426,0.5
dam014662,C3,0.27058,383.96,0.0008708,0.5
dam014663,C3,0.77014,847.41,0.0025707,0.5
dam014664,C3,0.07930,151.66,0.0003440,0.5
dam014665,C3,0.07127,139.89,0.0022597,0.5
dam014666,C3,0.51301,623.09,0.0012108,0.5
dam014667,C3,1.32408,1277.04,0.1063268,0.5
dam014668,C3,0.10418,186.45,0.0000988,0.5
dam014669,C3,0.12201,210.14,0.0006460,0.5
dam014670,C3,0.55938,665.26,0.0007476,0.5
dam014671,C3,0.15069,246.54,0.0104692,0.5
dam014672,C3,30.30608,13652.27,0.0376233,0.5
dam014673,C3,0.03673,84.71,0.0028558,0.5
dam014674,C3,7.76053,4868.95,0.0209310,0.5
dam014675,C3,2.46445,2043.64,0.0707614,0.5
dam014676,C3,0.75518,834.92,0.0335071,0.5
dam014677,C3,1.25847,1228.86,0.0019201,0.5
dam014678,C3,0.29126,405.97,0.0296848,0.5
dam014679,C3,0.56015,665.95,0.0007259,0.5
dam014680,C3,1.29121,1252.98,0.0273837,0.5
dam014681,C3,1.03303,1058.32,0.0019202,0.5
dam014682,C3,0.62776,725.94,0.0019739,0.5
dam014683,C3,1.00074,1033.19,0.0528127,0.5
dam014684,C3,0.21684,324.72,0.0011435,0.5
dam014685,C3,1.08088,1095.22,0.3339183,0.5
dam014686,C3,2.19735,1873.69,0.0133829,0.5
dam014687,C3,1.30468,1262.86,0.2252232,0.5
dam014688,C3,16.14808,8477.75,0.1311280,0.5
dam014689,C3,0.71240,798.87,0.0149773,0.5
dam014690,C3,0.82858,895.63,0.0640357,0.5
dam014691,C3,0.94459,989.02,0.0004118,0.5
dam014692,C3,2.89028,2305.64,0.0002258,0.5
dam014693,C3,0.03801,86.93,0.0040804,0.5
dam014694,C3,0.45031,564.56,0.0003134,0.5
dam014695,C3,0.03091,74.33,0.0225352,0.5
dam014696,C3,1.07386,1089.83,0.0006133,0.5
dam014697,C3,1.40706,1337.17,0.0036245,0.5
dam014698,C3,0.64001,736.64,0.0373086,0.5
dam014699,C3,0.81688,886.05,0.0010550,0.5
dam014700,C3,0.13953,232.59,0.0086375,0.5
dam014701,C3,0.29787,412.92,0.0370809,0.5
dam014702,C3,0.57666,680.76,0.0825558,0.5
dam014703,C3,0.41934,534.91,0.0015770,0.5
dam014704,C3,0.17173,272.18,0.0060467,0.5
dam014705,C3,0.36159,478.17,0.0009855,0.5
dam014706,C3,0.17191,272.39,0.0015341,0.5
dam014707,C3,0.12764,217.43,0.0959789,0.5
dam014708,C3,0.59718,699.02,0.0021456,0.5
dam014709,C3,1.64613,1505.79,0.0148724,0.5
dam014710,C3,0.45412,568.16,0.0061625,0.5
dam014711,C3,0.08003,152.72,0.0143195,0.5
dam014712,C3,0.27314,386.71,0.0253300,0.5
dam014713,C3,0.20739,313.95,0.0108087,0.5
dam014714,C3,2.69385,2186.04,0.3956917,0.5
dam014715,C3,0.90290,955.79,0.0022645,0.5
dam014716,C3,2.13115,1830.81,0.0648462,0.5
dam014717,C3,0.00999,31.63,0.0175000,0.5
dam014718,C3,0.38149,497.96,0.1837561,0.5
dam014719,C3,11.82479,6696.70,0.2859554,0.5
dam014720,C3,0.69620,785.08,0.0557827,0.5
dam014721,C3,0.73097,814.58,0.0013414,0.5
dam014722,C3,1.76302,1586.04,0.0851609,0.5
dam014723,C3,0.16948,269.47,0.0067859,0.5
dam014724,C3,1.29947,1259.04,0.0341279,0.5
dam014725,C3,0.43599,550.91,0.0459264,0.5
dam014726,C3,0.15652,253.73,0.0595984,0.5
dam014727,C3,0.04723,102.46,0.0828144,0.5
dam014728,C3,1.07009,1086.94,0.1467178,0.5
dam014730,C3,0.00232,10.48,0.0009703,0.5
dam014731,C3,0.01416,41.18,0.0148605,0.5
dam014732,C3,0.00190,9.00,0.0007170,0.5
dam014733,C3,0.02337,60.16,0.0015989,0.5
dam014734,C3,0.88011,937.48,0.1680829,0.5
dam014735,C3,0.02496,63.22,0.0006627,0.5
dam014736,C3,1.00592,1037.24,0.0193643,0.5
dam014737,C3,0.23227,342.06,0.0689322,0.5
dam014738,C3,0.45813,571.95,0.0007955,0.5
dam014740,C3,0.23621,346.44,0.0000639,0.5
dam014741,C3,0.04494,98.67,0.0010755,0.5
dam014742,C3,0.50068,611.72,0.0000751,0.5
dam014743,C3,0.14521,239.73,0.0015260,0.5
dam014744,C3,0.21755,325.53,0.0008782,0.5
dam014745,C3,0.16063,258.75,0.0082120,0.5
dam014746,C3,0.60311,704.26,0.0165637,0.5
dam014747,C3,0.02004,53.56,0.0007135,0.5
dam014748,C3,0.21845,326.54,0.0027106,0.5
dam014749,C3,0.36655,483.13,0.0085066,0.5
dam014750,C3,0.20707,313.59,0.0055865,0.5
dam014751,C3,0.14869,244.06,0.0006434,0.5
dam014752,C3,0.60470,705.67,0.0108457,0.5
dam014753,C3,0.06970,137.55,0.0006609,0.5
dam014754,C3,0.21220,319.45,0.0002023,0.5
dam014755,C3,0.30042,415.59,0.0094183,0.5
dam014756,C3,0.99041,1025.11,0.0004064,0.5
dam014757,C3,0.03837,87.56,0.0015913,0.5
dam014758,C3,0.10677,189.95,0.0010923,0.5
dam014759,C3,0.55603,662.25,1.1441001,0.5
dam014760,C3,0.57647,680.59,0.0105193,0.5
dam014761,C3,0.11584,202.04,0.0058843,0.5
dam014762,C3,3.53794,2686.88,0.0204912,0.5
dam014763,C3,0.05922,121.59,0.0019233,0.5
dam014764,C3,0.23222,342.00,0.0014515,0.5
dam014765,C3,0.29090,405.59,0.0008129,0.5
dam014766,C3,0.24348,354.48,0.0003656,0.5
dam014767,C3,0.28213,396.30,0.2795876,0.5
dam014768,C3,0.01352,39.76,0.0001323,0.5
dam014769,C3,0.01394,40.70,0.0001204,0.5
dam014770,C3,0.07805,149.84,0.0006084,0.5
dam014771,C3,0.76802,845.64,0.0050109,0.5
dam014772,C3,1.15453,1151.25,0.2134934,0.5
dam014773,C3,0.08471,159.43,0.0013325,0.5
dam014774,C3,0.03223,76.73,0.0018148,0.5
dam014775,C3,0.69308,782.42,0.0012130,0.5
dam014776,C3,0.34789,464.39,0.0091076,0.5
dam014777,C3,0.26818,381.38,0.0002590,0.5
dam014778,C3,0.29808,413.14,0.0395776,0.5
dam014779,C3,0.16236,260.86,0.0125161,0.5
dam014780,C3,2.76855,2231.77,0.0131536,0.5
dam014782,C3,0.03072,73.99,0.0151053,0.5
dam014783,C3,0.67082,763.33,0.0028733,0.5
dam014784,C3,0.08085,153.90,0.0012587,0.5
dam014785,C3,0.04347,96.22,0.0356251,0.5
dam014786,C3,0.26069,373.29,0.1879395,0.5
dam014787,C3,0.54046,648.17,0.0054483,0.5
dam014788,C3,0.13561,227.63,0.0000138,0.5
dam014789,C3,0.09454,173.24,0.0040640,0.5
dam014790,C3,0.26075,373.35,0.0034969,0.5
dam014791,C4,0.07876,150.87,0.0004262,0.5
dam014792,C4,0.78622,860.76,0.0109114,0.5
dam014793,C4,0.43085,545.99,0.0195374,0.5
dam014794,C4,0.62008,719.21,0.0168928,0.5
dam014796,C4,0.07378,143.60,0.0001297,0.5
dam014798,C4,2.57267,2111.20,0.3104916,0.5
dam014799,C4,0.56163,667.29,0.0285734,0.5
dam014800,C4,65.17633,24372.30,0.0450357,0.5
dam014801,C4,3.02972,2389.34,0.0858156,0.5
dam014803,C4,0.50059,611.64,0.0719514,0.5
dam014804,C4,0.50215,613.09,0.0849615,0.5
dam014805,C4,2.31032,1946.15,0.0150413,0.5
dam014806,C4,0.34359,460.05,0.0014519,0.5
dam014807,C4,0.60759,708.22,0.0046644,0.5
dam014809,C4,2.67320,2173.35,0.3382245,0.5
dam014810,C4,0.32214,438.14,0.3665040,0.5
dam014811,C4,0.64398,740.09,0.0212760,0.5
dam014813,C4,0.00204,9.51,0.0052000,0.5
dam014815,C4,0.35723,473.80,0.0058098,0.5
dam014816,C4,0.36468,481.26,0.0003418,0.5
dam014817,C4,0.45197,566.12,0.0003979,0.5
dam014818,C4,1.31942,1273.64,0.1564573,0.5
dam014820,C4,0.61307,713.05,0.0010820,0.5
dam014823,C4,80.23358,28524.15,0.0303270,0.5
dam014824,C4,0.68440,774.99,0.0231531,0.5
dam014825,C4,1.86434,1654.55,0.0299684,0.5
dam014826,C4,0.39798,514.16,0.0240433,0.5
dam014827,C4,0.38049,496.97,0.0016762,0.5
dam014828,C4,4.53696,3243.38,0.0224518,0.5
dam014829,C4,0.46596,579.34,0.0055806,0.5
dam014830,C4,1.68991,1536.01,0.0015326,0.5
dam014832,C4,0.27896,392.93,0.0018628,0.5
dam014833,C4,0.99160,1026.04,0.0011990,0.5
dam014835,C4,0.15260,248.90,0.0104275,0.5
dam014837,C4,3.97403,2933.96,0.0253266,0.5
dam014839,C4,0.12775,217.57,0.0025872,0.5
dam014840,C4,0.23040,339.97,0.0036354,0.5
dam014841,C4,0.13272,223.95,0.0004317,0.5
dam014842,C4,0.49231,603.97,0.0002481,0.5
dam014843,C4,0.09901,179.41,0.0459426,0.5
dam014844,C4,5.23398,3613.87,0.1170916,0.5
dam014846,C4,0.07349,143.17,0.0023041,0.5
dam014847,C4,1.31782,1272.48,0.0345389,0.5
dam014848,C4,0.48376,596.01,0.0009879,0.5
dam014849,C4,0.75650,836.02,0.0049461,0.5
dam014851,C4,0.31856,434.45,0.0420855,0.5
dam014854,C4,0.10331,185.27,0.0007515,0.5
dam014855,C4,0.06270,126.96,0.0075939,0.5
dam014856,C4,0.61190,712.01,0.0001249,0.5
dam014857,C4,1.51030,1410.78,0.0682583,0.5
dam014858,C4,0.26753,380.68,0.0112707,0.5
dam014859,C4,0.52925,637.96,0.0344356,0.5
dam014860,C4,25.13739,11850.67,0.3702716,0.5
dam014864,C4,1.24638,1219.91,0.0025372,0.5
dam014865,C4,0.80417,875.60,0.1456539,0.5
dam014866,C4,0.68450,775.07,0.0054575,0.5
dam014867,C4,0.38870,505.06,0.0052971,0.5
dam014868,C4,1.12594,1129.61,0.0000541,0.5
dam014869,C4,0.92309,971.92,0.0032554,0.5
dam014871,C4,1.44964,1367.68,0.0019431,0.5
dam014872,C4,3.34394,2574.62,0.0424720,0.5
dam014873,C4,0.31870,434.59,0.0123401,0.5
dam014875,C4,0.28005,394.09,0.0015930,0.5
dam014877,C4,0.64510,741.07,0.0440903,0.5
dam014881,C4,0.27476,388.44,0.0459571,0.5
dam014883,C4,1.11764,1123.30,0.0002814,0.5
dam014884,C4,0.57361,678.03,0.0424357,0.5
dam014885,C4,0.63461,731.93,0.0036956,0.5
dam014887,C4,0.99567,1029.23,0.0290099,0.5
dam014888,C4,0.11038,194.80,0.0013982,0.5
dam014889,C4,0.73969,821.92,3.7158580,0.5
dam014890,C4,0.24387,354.92,0.0026506,0.5
dam014891,C4,0.49286,604.48,0.0524642,0.5
dam014892,C4,0.34919,465.71,0.0011902,0.5
dam014893,C4,0.40711,523.07,0.0018729,0.5
dam014894,C4,0.23935,349.92,0.0035338,0.5
dam014896,C4,0.27261,386.14,0.0087215,0.5
dam014897,C4,0.50672,617.30,0.0151202,0.5
dam014898,C4,0.37688,493.39,0.0240373,0.5
dam014899,C4,0.28466,398.99,0.0014106,0.5
dam014900,C4,0.74079,822.85,0.0201204,0.5
dam014902,C4,0.06807,135.11,0.0003676,0.5
dam014903,C4,0.50563,616.30,0.0158094,0.5
dam014904,C4,0.93093,978.17,0.0164969,0.5
dam014905,C4,0.36439,480.97,0.0005713,0.5
dam014908,C4,14.39430,7771.27,0.3705102,0.5
dam014909,C4,0.47052,583.62,0.0092890,0.5
dam014910,C4,0.47187,584.90,0.0029850,0.5
dam014911,C4,1.18558,1174.60,0.0048830,0.5
dam014912,C4,0.50068,611.73,0.0600342,0.5
dam014913,C4,0.22863,338.00,0.0014665,0.5
dam014914,C4,3.29566,2546.44,0.0369443,0.5
dam014915,C4,0.23638,346.63,0.0011618,0.5
dam014916,C4,3.96445,2928.61,0.0022543,0.5
dam014917,C4,1.08360,1097.31,0.1513192,0.5
dam014919,C4,0.21681,324.69,0.0319843,0.5
dam014920,C4,0.89738,951.37,0.0608410,0.5
dam014921,C4,0.44757,561.95,0.0108514,0.5
dam014922,C4,0.70463,792.26,0.0028450,0.5
dam014924,C4,0.59045,693.05,0.0315351,0.5
dam014925,C4,0.02059,54.66,0.0022750,0.5
dam014926,C4,0.52244,631.75,0.0037013,0.5
dam014927,C4,0.29533,410.25,0.0003507,0.5
dam014929,C4,0.91540,965.79,0.0034321,0.5
dam014930,C4,0.65552,750.11,0.1442286,0.5
dam014931,C4,0.24233,353.22,0.0006427,0.5
dam014932,C4,0.00155,7.70,0.0001848,0.5
dam014933,C4,0.09569,174.83,0.0006463,0.5
dam014935,C4,0.32672,442.84,0.0174306,0.5
dam014936,C4,0.20207,307.83,0.0004609,0.5
dam014939,C4,6.21125,4113.77,0.2237958,0.5
dam014941,C4,0.23871,349.21,0.0105712,0.5
dam014942,C4,0.16611,265.40,0.0008847,0.5
dam014943,C4,0.01639,45.98,0.0014394,0.5
dam014944,C4,0.02014,53.76,0.0014876,0.5
dam014945,C4,0.66660,759.69,0.0015111,0.5
dam014946,C4,0.33835,454.72,0.0123437,0.5
dam014947,C4,0.70895,795.94,0.0013293,0.5
dam014948,C4,0.18818,291.68,0.0000932,0.5
dam014949,C4,0.09253,170.45,0.0041983,0.5
dam014950,C4,1.29545,1256.09,0.3567749,0.5
dam014951,C4,0.51555,625.43,0.0178879,0.5
dam014952,C4,3.26456,2528.23,0.1048280,0.5
dam014953,C4,0.31337,429.08,0.0010552,0.5
dam014954,C4,0.43301,548.06,0.0099371,0.5
dam014955,C4,0.40424,520.28,0.0082781,0.5
dam014956,C4,0.34728,463.78,0.0023764,0.5
dam014957,C4,0.28033,394.39,0.1457314,0.5
dam014958,C4,0.69463,783.74,0.8675922,0.5
dam014959,C4,0.13339,224.80,0.0012602,0.5
dam014960,C4,1.37483,1313.92,0.0138260,0.5
dam014961,C4,1.97320,1727.16,0.2261844,0.5
dam014962,C4,0.02865,70.18,0.0096412,0.5
dam014963,C4,10.58472,6158.10,1.5716856,0.5
dam014964,C4,1.51994,1417.59,0.0000739,0.5
dam014965,C4,0.08290,156.85,0.0045624,0.5
dam014966,C4,0.46305,576.60,1.5300097,0.5
dam014967,C4,2.41743,2014.06,0.0868352,0.5
dam014968,C4,0.40200,518.09,0.1455298,0.5
dam014969,C4,0.90881,960.53,0.0233333,0.5
dam014970,C4,0.41370,529.46,0.0007907,0.5
dam014971,C4,0.62898,727.01,0.0225896,0.5
dam014972,C4,0.13966,232.76,0.0061492,0.5
dam014973,C4,0.38983,506.18,0.0000928,0.5
dam014974,C4,0.10132,182.56,0.0002120,0.5
dam014975,C4,0.92855,976.27,0.0056639,0.5
dam014976,C4,0.52913,637.86,0.0002951,0.5
dam014977,C4,0.25289,364.80,0.2408755,0.5
dam014979,C4,0.17727,278.79,0.0001856,0.5
dam014980,C4,0.00727,24.86,0.0060167,0.5
dam014982,C4,0.21429,321.82,0.0053125,0.5
dam014983,C4,1.18020,1170.57,0.0008044,0.5
dam014984,C4,110.29573,36291.81,0.1161640,0.5
dam014985,C4,1.28112,1245.56,0.0074230,0.5
dam014986,C4,0.54958,656.42,0.0181139,0.5
dam014987,C4,0.11112,195.78,0.0006807,0.5
dam014988,C4,0.67449,766.48,0.0743661,0.5
dam014989,C4,1.26474,1233.49,0.0028505,0.5
dam014990,C4,1.18154,1171.58,0.0038475,0.5
dam014991,C4,0.26128,373.93,0.0006170,0.5
dam014993,C4,5.56121,3783.59,1.9400569,0.5
dam014994,C4,0.26008,372.63,0.1134695,0.5
dam014995,C4,1.39075,1325.42,0.0001732,0.5
dam014996,C4,0.17077,271.02,0.0016330,0.5
dam014997,C4,0.56984,674.66,0.0023457,0.5
dam014998,C4,1.33334,1283.80,0.0153031,0.5
dam014999,C4,0.81117,881.36,0.0205322,0.5
dam015000,C4,0.11971,207.12,0.0055430,0.5
dam015001,C4,0.34349,459.94,0.0040827,0.5
dam015002,C4,0.30415,419.49,0.0017037,0.5
dam015003,C4,16.53254,8630.07,0.0600113,0.5
dam015004,C4,0.49079,602.55,0.0058655,0.5
dam015005,C4,0.28233,396.51,0.0046233,0.5
dam015006,C4,5.45688,3729.75,0.3628199,0.5
dam015007,C4,11.48954,6552.50,0.0385278,0.5
dam015008,C4,0.28384,398.11,0.0026383,0.5
dam015009,C4,0.33947,455.86,0.0665018,0.5
dam015010,C4,9.14973,5515.20,0.2316432,0.5
dam015011,C4,0.19579,300.57,0.0175728,0.5
dam015012,C4,0.79317,866.51,0.0078651,0.5
dam015013,C4,0.31014,425.73,0.0306566,0.5
dam015014,C4,0.41465,530.38,0.0298847,0.5
dam015015,C4,0.08940,166.06,0.0022759,0.5
dam015016,C4,0.18713,290.45,0.0130335,0.5
dam015017,C4,0.77767,853.67,0.0013079,0.5
dam015018,C4,0.36232,478.90,0.0033508,0.5
dam015019,C4,2.09146,1804.94,0.0003959,0.5
dam015020,C4,0.12087,208.64,0.0911413,0.5
dam015021,C4,0.35690,473.47,0.0001652,0.5
dam015022,C4,0.49350,605.08,0.4873004,0.5
dam015023,C4,0.21994,328.22,0.0001165,0.5
dam015024,C4,0.33026,446.47,0.0101947,0.5
dam015025,C4,0.26041,372.99,0.0140116,0.5
dam015026,C4,0.14429,238.58,0.0053951,0.5
dam015027,C4,0.58035,684.05,0.0032534,0.5
dam015028,C4,1.10887,1116.62,0.0108213,0.5
dam015029,C4,1.08737,1100.19,0.0013095,0.5
dam015030,C4,6.42017,4218.07,0.0026781,0.5
dam015031,C4,0.47190,584.92,0.0008639,0.5
dam015032,C4,0.06894,136.41,0.0000391,0.5
dam015033,C4,3.84397,2861.00,0.0003800,0.5
dam015034,C4,0.04066,91.47,0.0282614,0.5
dam015035,C4,0.49909,610.26,0.0013141,0.5
dam015036,C4,0.52994,638.59,0.0032246,0.5
dam015037,C4,1.57765,1458.14,0.0154267,0.5
dam015038,C4,0.29233,407.09,0.0120401,0.5
dam015039,C4,0.14395,238.15,0.0431285,0.5
dam015040,C4,0.18835,291.88,0.0060066,0.5
dam015041,C4,0.24202,352.87,0.0013889,0.5
dam015042,C4,0.43692,551.80,0.0097175,0.5
dam015043,C4,0.43720,552.07,0.0046592,0.5
dam015044,C4,0.76061,839.46,0.0049622,0.5
dam015045,C4,0.75970,838.69,0.4906402,0.5
dam015046,C4,0.70895,795.94,0.0119178,0.5
dam015047,C4,0.57902,682.87,0.0803255,0.5
dam015048,C4,0.20043,305.94,0.0006236,0.5
dam015049,C4,0.45889,572.68,0.0178068,0.5
dam015050,C4,2.94651,2339.51,0.0746961,0.5
dam015051,C4,1.96600,1722.39,0.1205633,0.5
dam015052,C4,0.40966,525.55,0.0006171,0.5
dam015054,C4,1.25346,1225.15,0.0035670,0.5
dam015055,C4,0.66386,757.32,0.0026504,0.5
dam015056,C4,2.46289,2042.66,0.0466222,0.5
dam015057,C4,0.28918,403.77,0.0003897,0.5
dam015058,C4,0.42184,537.32,0.0088985,0.5
dam015059,C4,0.43870,553.50,0.0009249,0.5
dam015060,C4,0.61019,710.52,0.0002471,0.5
dam015061,C4,0.65236,747.37,0.3806898,0.5
dam015062,C4,1.39045,1325.20,0.0011923,0.5
dam015063,C4,0.10798,191.58,0.0373198,0.5
dam015064,C4,1.03356,1058.74,0.0570459,0.5
dam015066,C4,1.02510,1052.17,0.0743527,0.5
dam015067,C4,0.36614,482.72,0.0004866,0.5
dam015068,C4,2.27317,1922.42,0.0424562,0.5
dam015069,C4,0.97136,1010.15,0.0064238,0.5
dam015070,C4,3.40468,2609.94,0.0289280,0.5
dam015071,C4,0.81151,881.63,0.0572453,0.5
dam015072,C4,0.20903,315.83,0.0171875,0.5
dam015073,C4,0.85186,914.61,0.0038154,0.5
dam015074,C4,1.11368,1120.28,0.0025290,0.5
dam015075,C4,1.31374,1269.49,0.0056199,0.5
dam015076,C4,0.56273,668.28,0.0124295,0.5
dam015077,C4,2.25950,1913.66,0.2080266,0.5
dam015078,C4,0.67589,767.69,0.0148516,0.5
dam015079,C4,7.68526,4833.16,0.2813296,0.5
dam015080,C4,2.74734,2218.81,0.0390803,0.5
dam015081,C4,2.01616,1755.55,0.0215282,0.5
dam015083,C4,0.12585,215.12,0.0049851,0.5
dam015084,C4,0.55476,661.10,0.0203437,0.5
dam015085,C4,0.27693,390.76,0.0021049,0.5
dam015086,C4,17.45126,8990.64,0.2117028,0.5
dam015088,C4,1.16109,1156.20,0.0236106,0.5
dam015089,C4,0.79803,870.53,0.0420930,0.5
dam015090,C4,0.21492,322.54,0.0011529,0.5
dam015091,C4,0.10721,190.55,0.0008377,0.5
dam015092,C4,0.27665,390.46,0.0028291,0.5
dam015093,C4,1.29305,1254.33,0.0009953,0.5
dam015094,C4,0.17804,279.71,0.0004332,0.5
dam015095,C4,14.85498,7958.78,0.0379756,0.5
dam015097,C4,4.01829,2958.66,0.3556484,0.5
dam015098,C4,0.38109,497.56,0.0032102,0.5
dam015100,C4,0.08101,154.13,0.0311243,0.5
dam015102,C4,0.05454,114.24,0.0014646,0.5
dam015103,C4,4.51901,3233.67,0.0158210,0.5
dam015104,C4,0.04412,97.32,0.0164368,0.5
dam015105,C4,0.37332,489.87,0.0102046,0.5
dam015106,C4,0.06983,137.75,0.0015581,0.5
dam015107,C4,0.12215,210.32,0.0028913,0.5
dam015108,C4,0.08054,153.46,0.0316433,0.5
dam015109,C4,0.15967,257.58,0.0002085,0.5
dam015110,C4,0.01195,36.21,0.0001947,0.5
dam015111,C4,0.19292,297.22,0.0041423,0.5
dam015112,C4,0.13993,233.10,0.0007340,0.5
dam015113,C4,0.03156,75.51,0.0022426,0.5
dam015114,C4,0.58087,684.52,0.0019725,0.5
dam015115,C4,0.06064,123.79,0.0002360,0.5
dam015116,C4,0.37502,491.56,0.0048465,0.5
dam015117,C4,0.04357,96.39,0.0036878,0.5
dam015118,C4,0.29583,410.77,0.0007687,0.5
dam015119,C4,0.01907,51.57,0.0012708,0.5
dam015120,C4,0.12570,214.93,0.0328823,0.5
dam015122,C4,0.15345,249.95,0.0095681,0.5
dam015123,C4,0.02126,56.01,0.0015579,0.5
dam015124,C4,0.00754,25.54,0.0019267,0.5
dam015125,C4,0.72108,806.22,0.0048174,0.5
dam015126,C4,0.02418,61.72,0.0107119,0.5
dam015127,C4,0.04789,103.54,0.0448289,0.5
dam015128,C4,0.22897,338.37,0.0044004,0.5
dam015129,C4,0.00381,15.25,0.0005297,0.5
dam015130,C4,0.23065,340.25,0.0093467,0.5
dam015131,C4,0.03433,80.49,0.0016077,0.5
dam015132,C4,1.02092,1048.92,0.0041535,0.5
dam015133,C4,0.06723,133.85,0.0009715,0.5
dam015134,C4,0.01777,48.89,0.0016851,0.5
dam015135,C4,0.13302,224.33,0.0001622,0.5
dam015136,C4,0.06215,126.12,0.0056902,0.5
dam015137,C4,0.26049,373.07,0.0372505,0.5
dam015138,C4,0.06356,128.28,0.0017181,0.5
dam015139,C4,0.24564,356.86,0.0259048,0.5
dam015140,C4,0.95198,994.86,0.0003859,0.5
dam015141,C4,0.03943,89.38,0.0029705,0.5
dam015142,C4,0.38462,501.04,0.0009113,0.5
dam015143,C4,0.03325,78.56,0.0145092,0.5
dam015144,C4,0.34024,456.64,0.0783565,0.5
dam015145,C4,0.02194,57.35,0.0006148,0.5
dam015146,C4,7.70936,4844.63,0.0125030,0.5
dam015147,C4,1.45080,1368.51,0.0474174,0.5
dam015148,C4,0.76320,841.62,0.0090609,0.5
dam015149,C4,0.16072,258.87,0.0019308,0.5
dam015150,C4,0.49555,606.98,0.0011145,0.5
dam015151,C4,0.67820,769.67,0.1374106,0.5
dam015152,C4,0.58232,685.82,0.0046409,0.5
dam015153,C4,25.19468,11871.11,0.0283450,0.5
dam015154,C4,1.42719,1351.62,0.0011201,0.5
dam015155,C4,0.56157,667.24,0.0063413,0.5
dam015156,C4,0.29284,407.63,0.0008131,0.5
dam015157,C4,1.28415,1247.79,0.0004277,0.5
dam015158,C4,0.15653,253.74,0.0246227,0.5
dam015162,C4,0.88794,943.79,0.2057300,0.5
dam015163,C4,0.15632,253.48,0.0038054,0.5
dam015164,C4,0.58866,691.45,0.0023162,0.5
dam015165,C4,0.16213,260.57,0.0008860,0.5
dam015166,C4,0.13160,222.52,0.0155956,0.5
dam015167,C4,0.10003,180.80,0.0014702,0.5
dam015168,C4,0.74467,826.10,0.0001179,0.5
dam015169,C4,0.07089,139.33,0.0011750,0.5
dam015170,C4,0.10850,192.28,0.0009992,0.5
dam015171,C4,0.03124,74.94,0.0051580,0.5
dam015172,C4,0.43093,546.06,0.0453833,0.5
dam015193,C4,0.78164,856.97,0.0028487,0.5
dam015194,C4,0.01662,46.48,0.0367367,0.5
dam015195,C4,0.01125,34.60,0.0235922,0.5
dam015199,C4,7.57749,4781.78,0.0068002,0.5
dam015202,C4,0.16921,269.14,0.0468339,0.5
dam015203,C4,0.82536,893.00,0.3414575,0.5
dam015204,C4,0.16304,261.68,0.0058438,0.5
dam015205,C4,0.25128,363.04,0.0021381,0.5
dam015206,C4,1.34606,1293.06,0.0292995,0.5
dam015207,C4,0.55817,664.17,0.0105826,0.5
dam015245,C5,1.36667,1308.01,0.0544525,0.5
dam015246,C5,1.77521,1594.33,0.0438611,0.5
dam015250,C5,1.22816,1206.39,0.0199619,0.5
dam015251,C5,1.46935,1381.73,0.0011519,0.5
dam015252,C5,0.61100,711.23,0.2594119,0.5
dam015253,C5,0.38654,502.94,0.0326690,0.5
dam015254,C5,0.49477,606.26,0.0000789,0.5
dam015255,C5,0.87014,929.43,0.0004126,0.5
dam015256,C5,0.82227,890.47,0.0195284,0.5
dam015275,C5,0.04141,92.75,0.0057997,0.5
dam015283,C5,0.32941,445.61,0.0949280,0.5
dam015284,C5,0.00926,29.85,0.0012681,0.5
dam015288,C5,0.03019,73.02,0.0028964,0.5
dam016097,C3,0.34003,456.43,0.0001268,0.5
dam016098,C3,0.40066,516.78,0.0074076,0.5
dam016099,C2,3.36082,2584.45,0.0651073,0.5
dam016100,C2,0.82174,890.03,0.0534484,0.5
dam016101,C2,0.13959,232.67,0.0064704,0.5
dam016102,C2,2.66082,2165.72,0.0682442,0.5
dam016103,C3,0.92186,970.95,0.0073483,0.5
dam016104,C2,0.80144,873.35,0.1473997,0.5
dam016105,C2,4.92068,3448.93,0.0408275,0.5
dam016106,C2,0.53140,639.92,0.0318028,0.5
dam016107,C2,3.20971,2496.02,0.0140900,0.5
dam016108,C2,0.43677,551.66,0.0003267,0.5
dam016109,C2,0.51961,629.15,0.0242010,0.5
dam016110,C3,1.65641,1512.90,0.0059246,0.5
dam016111,C2,0.76798,845.61,0.0071535,0.5
dam016112,C3,0.04542,99.47,0.0000673,0.5
dam016113,C2,1.38837,1323.71,0.0051077,0.5
dam016114,C2,0.68176,772.73,0.0299485,0.5
dam016115,C2,0.82167,889.97,0.0000736,0.5
dam016116,C2,0.94428,988.77,1.0586784,0.5
dam016117,C2,0.68266,773.50,0.0002167,0.5
dam016118,C3,2.97922,2359.14,0.0252061,0.5
